doc_number,corp_name,status,filing_type,address_1,address_2,city,state,zip_code,file_date,fei_number,registered_agent,ra_city,ra_state,officer_1_title,officer_1_name,officer_2_title,officer_2_name,officer_3_title,officer_3_name,source_file
L26000176385,HANDYMAN$$$PLUS LLC,A,FLAL,1025 SW SULTAN DR,,PORT ST LUCIE,,34953,03262026,,PIERRE              LUCKSON,ORLANDO,FL,MGR,DOREUS              ALAIN,,,,,20260403_corporate.txt
L26000176395,OSPREY SKYOPS LLC,A,FLAL,10009 CELTIC ASH DR,,RUSKIN,,33573,03262026,,THOMAS              DAVID,RUSKIN,FL,MGR,THOMAS              DAVID,,,,,20260403_corporate.txt
L26000176405,MIRRORMD LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000176415,ABC SETTLES LLC,A,FLAL,9244 WILTON AVE E,,JACKSONVILLE,,32208,03262026,,AMOAH               JAIMIE,JACKSONVILLE,FL,AMBR,BRYANT-CLAXTON      ADRIENNE,,,,,20260403_corporate.txt
L26000176425,FIZZ HAUS LLC,A,FLAL,8670 SW 212 ST,APT 106,MIAMI,,33189,03262026,,SUAREZ              KAYLIE,MIAMI,FL,AMBR,SUAREZ              KAYLIE,AMBR,CANTERO             DANIELA       B,,,20260403_corporate.txt
L26000176435,LB3 2.0 LLC,A,FLAL,1245 WEST AVE,404,MIAMI BEACH,,33139,03212026,,HENDRICKSON         SARAHROSE,MIAMI BEACH,FL,,,,,,,20260403_corporate.txt
L26000176445,VIVENDRO LLC,A,FLAL,19549 N COQUINA WAY,,WESTON,,33332,03262026,,VELICHKO            ANGELINA,WESTON,FL,AMBR,VELICHKO            ANGELINA,,,,,20260403_corporate.txt
L26000176455,"FLORIDA FIRST PROPERTY SERVICES, LLC",A,FLAL,1322 SE 46TH LANE,201,CAPE CORAL,,33904,03262026,,ESTRADA CRUZ        MARIA         F,CAPE CORAL,FL,AP,ESTRADA CRUZ        MARIA         F,,,,,20260403_corporate.txt
L26000176465,DV SNACK VAULT LLC,A,FLAL,11036 CANARY AVE,,WEEKI WACHEE,,34613,03262026,,"LEGALZOOM USCA, INC.",FORT LAUDERDALE,FL,AMBR,PEREIRA             DANIEL        L,AMBR,PEREIRA             VANESSA,,,20260403_corporate.txt
L26000176475,MANNY HOME INSPECTOR LLC,A,FLAL,10606 MANGO RD,,THONOTOSASSA,,33592,03262026,,GOMEZ               MANUEL        A,THONOTOSASSA,FL,MGR,GOMEZ               MANUEL        A,,,,,20260403_corporate.txt
L26000176485,JAMKAT RV SOLUTIONS LLC,A,FLAL,505 NW 21ST AVE,103,CHEIFLAND,,32626,03262026,,ANTLEY              JAMES         RJR,CHEIFLAND,FL,,,,,,,20260403_corporate.txt
L26000176495,"MD LEADERSHIP, LLC",A,FLAL,9202 SW 78 PLACE,,MIAMI,,33156,03262026,,HERNANDEZ           YOLANGEL,MIAMI,FL,MGR,HERNANDEZ           YOLANGEL,,,,,20260403_corporate.txt
L26000176505,"VISUALS BY KEVIN SCHWARTZ, LLC",A,FLAL,11219 SOUTHWEST 74TH TERRACE,,MIAMI,,33173,03262026,,LEHMAN              SCOTT          ESQ.,CORAL GABLES,FL,AMBR,SCHWARTZ            KEVIN,,,,,20260403_corporate.txt
L26000176515,ROYAL STAY ORLANDO LLC,A,FLAL,1934 HOLLYWOOD BLVD,201,HOLLYWOOD,,33020,03262026,,SEVI SERVICES LLC,HOLLYWOOD,FL,AMBR,DEL VALLE           GUSTAVO,,,,,20260403_corporate.txt
L26000176525,BELMARE INVESTMENTS LLC,A,FLAL,6412 N UNIVERSITY DR,7551B,TAMARAC,,33321,03262026,,MERCADO             YRCIA,TAMARAC,FL,AMBR,VICTORIA BONILLA    JOSE MANUEL,,,,,20260403_corporate.txt
L26000176535,REGULATORY COMPLIANCE ASSURANCE LLC,A,FLAL,5555 COLLINS AVENUE,APT 8W,MIAMI BEACH,,33140,03262026,,FRIDMAN             MARIA,MIAMI BEACH,FL,CEO,FRIDMAN             MARIA         E,,,,,20260403_corporate.txt
L26000176545,T'S FAMILY MARKETING LLC,A,FLAL,8135 WHITE FENCES LN,,VERO BEACH,,32968,03262026,,RETTEMNIER          THOMAS        CJR,VERO BEACH,FL,AMBR,RETTEMNIER          THOMAS        CJR.,,,,,20260403_corporate.txt
L26000176555,ENDO KID CARE LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,AMBR,LUGO-RUIZ           SONIELY,,,,,20260403_corporate.txt
L26000176565,TIME UNLIMITED LLC,A,FLAL,5537 AV. ROBINSON,,COTE SAINT-LUC,,H4V 2-P4,03262026,,BORSTEINAS          DAVID,AVENTURA,FL,MGR,BORSTEINAS          DAVID,,,,,20260403_corporate.txt
L26000176575,OHANA CLEAR POOL SERVICES LLC,A,FLAL,10046 WINDING LAKE RD,APT 202,SUNRISE,,33351,03262026,,RAMIREZ             ALAN,SUNRISE,FL,MGR,RAMIREZ             ALAN,,,,,20260403_corporate.txt
L26000176585,"TANGIERS HOLDINGS, LLC",A,FLAL,157 YACHT CLUB WAY,APT. 104,HYPOLUXO,,33462,03252026,,IOMMAZZO            ROBERT        M,HYPOLUXO,FL,MGR,IOMMAZZO            ROBERT        M,MGR,IOMMAZZO            DANA          E,,,20260403_corporate.txt
L26000176595,SKID REALTY LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR,SKIDELL             SPENCER,,,,,20260403_corporate.txt
L26000176605,BREEZY LOGISTICS & SERVICES LLC,A,FLAL,924 N MAGNOLIA AVE,SUITE 202 UNIT 5330,ORLANDO,,32803,03262026,,SMITH               AMBER         R,ORLANDO,FL,MGR,SMITH               AMBER         R,MGR,DANIELS             EMMANUEL,,,20260403_corporate.txt
L26000176615,BAUTISTA OROZCO LLC,A,FLAL,203 SPRING LAKE CIR,,OCOEE,,34761,02202026,,MARTINEZ            ANTONIO       JSR,ORLANDO,FL,MGR,BAUTISTA            MILTON        SSR,,,,,20260403_corporate.txt
L26000176625,MORPHO PI LLC,A,FLAL,3113 W VINA DEL MAR BLVD,,ST PETE BEACH,,33706,03262026,,ACCOUNTING & TAX CONSULTING,ST PETE BEACH,FL,MGR,CRANCE              ORLANDO,MGR,CRANCE              KRISTIN,,,20260403_corporate.txt
M26000005255,DG US EMPLOYEECO LLC,A,FORL,"360 S. ROSEMARY AVE., 18TH FLOOR",,WEST PLAM BEACH,,33401,03312026,,CORPORATION SERVICE COMPANY,TALLAHASSEE,FL,MGR,"DG US MANCO, INC.",MBR,"DG US MANCO, INC.",MGR,GREENBERG           ELLIOT,20260403_corporate.txt
L26000176635,TRINDADE RENTAL HOME LLC,A,FLAL,8803 FUTURES DR,SUITE 2,ORLANDO,,32819,03202026,,PRIMELY TAX LLC,ORLANDO,FL,AMBR,TRINDADE            ISAI,AMBR,DA SILVA            DIRLANDIA M,,,20260403_corporate.txt
L26000176645,"BIG PINE BOATS, BOARDS & BEYOND LLC",A,FLAL,30525 WINIFRED ST,,PINE KEY,,33043,03262026,,ALBERTO AND COMPANY LLC,MIAMI LAKES,FL,MGR,HERNANDEZ LEZCANO   DIOSNEL,,,,,20260403_corporate.txt
L26000176655,OBERTS FINE FIXTURES LLC,A,FLAL,13641 MY KATHY���S RD,,PANAMA CITY,,32409,03262026,,OBERT               CAMERON,PANAMA CITY,FL,MGR,OBERT               ROBERT,,,,,20260403_corporate.txt
P26000017565,CLOUD HAVEN INC,A,DOMP,4027 CORTEZ ROAD,,BRADENTON,,34210,04032026,,ZAHER               SAMIR,BRADENTON,FL,PRES,ZAHER               SAMIR,,,,,20260403_corporate.txt
L26000176665,"PARADISE WELLNESS AND RECOVERY, L.L.C.",A,FLAL,2091 MARLIN WAY,,ENGLEWOOD,,34224,03262026,,BOLLIN              DOUGLAS       J,ENGLEWOOD,FL,MGR,BOLLIN              DOUGLAS       J,,,,,20260403_corporate.txt
L26000176675,"COVENANT COMMERCIAL CAPITAL, LLC",A,FLAL,50 EAGLE NEST LN.,,ST. JOHNS,,32259,03262026,,BLENDEN             MELISSA,ST. JOHNS,FL,MGRM,BLENDEN             MELISSA,AMBR,HILLIARD            EDWARD,,,20260403_corporate.txt
L26000176685,SUNLIT HOMES LLC,A,FLAL,1016 W BEARSS AVE,,TAMPA,,33613--110,03262026,,VALDES              ALEXANDER     KSR,TAMPA,FL,MGR,VALDES              ALEXANDER     KSR,MGR,CASTANO             JONATHAN      M,,,20260403_corporate.txt
L26000176695,THRIVE WITH HOPE REVENUE CYCLE MANAGEMENT L.L.C,A,FLAL,4550 HOLLY TREE CT,111,ORLANDO,,32811,03262026,,DANIEL              DEBORAH,ORLANDO,FL,MGR,DANIEL              DEBORAH,MGR,DANIEL              DEBORAH,MGR,DANIEL              DEBORAH,20260403_corporate.txt
L26000176705,SWEET BITES BY ROXY LLC,A,FLAL,4541 54TH TER,,VERO BEACH,,32967,03262026,,MARTINEZ            ROSA          A,VERO BEACH,FL,MGR,MARTINEZ            ROSA          A,,,,,20260403_corporate.txt
L26000176715,MRG HOSPITALITY GROUP LLC,A,FLAL,6300 COLLINS AVE,204,MIAMI,,33141,03262026,,GARCIA              RAUL,MIAMI,FL,CEO,GARCIA              RAUL,,,,,20260403_corporate.txt
L26000176725,EZRA REAL ESTATE HOLDINGS LLC,A,FLAL,LAMED ALEF STREET 45,,"TEL AVIV, ISRAEL",,67673-56,03262026,,INCORP SERVICES INC,TALLAHASSEE,FL,AMBR,COHEN-HUSZTI        ALMOG,AMBR,COHEN               ROTEM,,,20260403_corporate.txt
L26000176735,GULFWAY APP L.L.C.,A,FLAL,205 SHORE DRIVE,G,PALM HARBOR,,34683,03262026,,PIKOS               ANTHONY       M,PALM HARBOR,FL,MGR,PIKOS               ANTHONY       H,AP,PIKOS               REBECCA,,,20260403_corporate.txt
L26000176745,PROTECTUS INVESTIGATIONS LLC,A,FLAL,1012 ELM GROVE LANE,,VALRICO,,33596,03262026,,MALDONADO           JIMMY,VALRICO,FL,AP,MALDONADO           JIMMY,AP,MALDONADO           JASMINE,,,20260403_corporate.txt
L26000176755,MAGIC WOW LLC,A,FLAL,1607 BELMONT LN,1607,NORTH LAUDERDALE,,33068,03232026,,DESTIN              AGENOR,NORTH LAUDERDALE,FL,MGR,MELEUS              KIMSCIE,,,,,20260403_corporate.txt
L26000176765,WOSV 73 LLC,A,FLAL,4601 SHERIDAN ST STE 200,,HOLLYWOOD,,33021,03262026,,"TIRADO-LUCIANO & TIRADO, P.A.",CORAL GABLES,FL,AMBR,S&H WORLD HOLDINGS LLC,,,,,20260403_corporate.txt
L26000175076,LCRP215 LLC,A,FLAL,16971 W DOWNERS DR,,LOXAHATCHEE,,33470,03262026,,CHAIT               LETTY         E,LOXAHATCHEE,FL,MGR,CHAIT               LETTY         E,,,,,20260403_corporate.txt
L26000175086,ASH AND BARNES ENTERPRISE LLC.,A,FLAL,2534 LEMON LN.,,TALLAHASSEE,,32308,03262026,,ASH                 TONY          D,TALLAHASSEE,FL,MGR,ASH                 TONY,,,,,20260403_corporate.txt
L26000175096,AUCTUS GROUP HOLDINGS LLC,A,FLAL,8282 BARTON FARMS BOULEVARD,,SARASOTA,,34240,03262026,,GIULIANO            BRIAN,SARASOTA,FL,AMBR,GIULIANO            BRIAN,,,,,20260403_corporate.txt
L26000175106,SELECT TRAVEL BOOKINGS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,MGR,GRANT               TAMARA,,,,,20260403_corporate.txt
L26000175116,PRESTIGE STRUCTURE CONSULTING LLC,A,FLAL,3321 INDIAN TRL,,EUSTIS,,32726,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR,KHALIL              MOHAMMAD,,,,,20260403_corporate.txt
L26000175126,KSTDESIGN LLC,A,FLAL,4410 CLUSTER DR,,ORLANDO,,32808,03262026,,TEIXEIRA            KENNETH,ORLANDO,FL,MGR,TEIXEIRA            KENNETH,,,,,20260403_corporate.txt
L26000175136,"GLAMEROUS, LLC",A,FLAL,5993 LEE VISTA BLVD,306,ORLANDO,,32822,03262026,,URDANETA            ARLETH,ORLANDO,FL,MGR,URDANETA            ARLETH,,,,,20260403_corporate.txt
L26000175146,JR. & R. QUALITY LLC,A,FLAL,5495 USAPPA DRIVE,,AVE MARIA,,34142,03262026,,SAINT FORT          PIERRE JUNIOR,AVE MARIA,FL,MGR,SAINT FORT          PIERRE JUNIOR,,,,,20260403_corporate.txt
L26000175156,"BRIDGE ANGEL INVESTORS XIX (WIRE WALLET), LLC",A,FLAL,19443 NEWLANE PLACE,,BRADENTON,,34202,03262026,,JELLISON            LINDA,BRADENTON,FL,MGR,WEIKLE              AARON,MGR,PREBLE              MICHAEL,,,20260403_corporate.txt
L26000175166,D SMART SOLUTIONS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,AMBR,GONZALEZ            LEONARDO,AMBR,GONZALEZ            DAYANA,,,20260403_corporate.txt
L26000175176,PARADISE 475 LLC,A,FLAL,334 MOONLIGHT BAY DR,,PANAMA CITY BEACH,,32407,03262026,,CHIRINO             HUMBERTO       JR,FORT LAUDERDALE,FL,MGR,DELGADO             ANDREW        O,MGR,CHIRINO             HUMBERTO       JR,,,20260403_corporate.txt
L26000175186,KEEPING IT IN THE COOP LLC,A,FLAL,2005 E DR MARTIN LUTHER KING JR BLVD,,TAMPA,,33610,03212026,,DAVIS               RESHEA,TAMPA,FL,CEO,DAVIS               RESHEA,,,,,20260403_corporate.txt
L26000175196,SHILSTONE CONSTRUCTION LLC,A,FLAL,2647 18TH AVE N,,ST PETERSBURG,,33713,03262026,,SHILSTONE           TIMOTHY       DJR,ST PETERSBURG,FL,AMBR,SHILSTONE           TIMOTHY       DJR.,,,,,20260403_corporate.txt
L26000175206,"SEA GLASS OASIS, LLC",A,FLAL,4523 HARBOR HILLS DR,,LARGO,,33770,03262026,,CIARUFFOLI          NANCY,LARGO,FL,CEO,CIARUFFOLI          NANCY,PRES,GARVEY              TERRENCE,,,20260403_corporate.txt
L26000175216,ASTERION PROPERTY LLC,A,FLAL,225 E ROBINSON STREET,STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR,DELBEN SILVA        ANDRE PAULO,MGR,REBOUCAS DE MELO    RAFAEL,MGR,PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175226,CANCER MINOR PROPERTY LLC,A,FLAL,225 E ROBINSON STREET,STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR,DELBEN SILVA        ANDRE PAULO,MGR,REBOUCAS DE MELO    RAFAEL,MGR,PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175236,"CHARLES GEORGE, LLC",A,FLAL,1005 W. INDIANTOWN R,#202,JUPITER,,33458,03262026,,COX & COMPANY,JUPITER,FL,AMBR,ANDERSON            CLYDE         B,,,,,20260403_corporate.txt
L26000175246,ELOHIM LCM INVESTMENTS LLC,A,FLAL,15815 SHADDOCK DR STE 120,,WINTER GARDEN,,34787,03262026,,DOMUS GLOBAL TAX ADVISORS LLC,WINTER GARDEN,FL,MGR,MUNIZ CHERENE       CLEBER,,,,,20260403_corporate.txt
L26000175256,WA FURNITURE LLC,A,FLAL,7065 WESTPOINTE BLVD,SUITE 310,ORLANDO,,32835,03252026,,AES ACCOUNTING & CONSULTING LLC,ORLANDO,FL,AMBR,ANTUNES             ARISON PAULO,AMBR,DA CRUZ             MARILEI CARINA,,,20260403_corporate.txt
L26000175266,MUSCA BOREALIS PROPERTY LLC,A,FLAL,225 E ROBINSON STREET,STE 220,ORLANDO,,32801,03262026,,CORPORATE AGENT ALLIANCE LLC,ORLANDO,FL,MGR,DELBEN SILVA        ANDRE PAULO,MGR,REBOUCAS DE MELO    RAFAEL,MGR,PEDREIRA MAGALHAES  VICTOR,20260403_corporate.txt
L26000175276,WALLER UTILITY CONSULTING LLC,A,FLAL,10909 S. RUNNING DEER PT.,,INVERNESS,,34452,03262026,,WALLER              TALIA         M,INVERNESS,FL,AR,WALLER              CHAD          W,AP,WALLER              SHYANNE       F,,,20260403_corporate.txt
L26000175286,PRIME TIME MARKETING LLC,A,FLAL,1631 DEL PRADO BLVD S,SUITE 300 #1102,CAPE CORAL,,33990,03262026,,"DEZ ENTERPRISE, LLC",CAPE CORAL,FL,AMBR,MELENDEZ            JOSHUA,,,,,20260403_corporate.txt
L26000175296,JAMES MATTHEW CHAMBERS & ASSOC LLC,A,FLAL,3507 LONGMEADOW,,SARASOTA,,34235,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,CHAMBERS            JAMES,,,,,20260403_corporate.txt
N26000004526,UEL AMERICAS CORP.,A,DOMNP,INTER MIAMI STADIUM,1350 NW 55TH STREET,FORT LAUDERDALE,,33309-*,04012026,,COGENCY GLOBAL INC.,TALLAHASSEE,FL,,,,,,,20260403_corporate.txt
L26000175306,EAGLE RUN ADVISORS LLC,A,FLAL,3031 N ROCKY POINT DR W,SUITE 600 PMB 1004,TAMPA,,33607,03262026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,PRES,MUEHLBAUER          STEFAN,,,,,20260403_corporate.txt
L26000175316,SULLIVAN ASSET MANAGEMENT LLC,A,FLAL,400 N TAMPA ST STE 1550 #521077,,TAMPA,,33602,03262026,,"LEGALZOOM USCA, INC.",FORT LAUDERDALE,FL,AMBR,SULLIVAN            JEREMIAH,,,,,20260403_corporate.txt
L26000175326,VINNIE'S HANDYMAN SERVICES LLC,A,FLAL,3010 WOODBURY CIRCLE,,CANTONMENT,,32533,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,ALLMAN              VINCENT,,,,,20260403_corporate.txt
L26000175336,"JTRH HOLDINGS, LLC",A,FLAL,19495 BISCAYNE BLVD,607,AVENTURA,,33180,03262026,,SONN LAW PA,AVENTURA,FL,MGR,SONN                TERRI         G,MGR,SONN                JEFFREY       R,MGR,SONN                HUNTER        D,20260403_corporate.txt
P26000017386,HRI NAPLES CORP.,A,DOMP,2277 TRADE CENTER WAY UNIT 201,,NAPLES,,34109,04022026,,LEGALINC CORPORATE SERVICES INC,JACKSONVILLE,FL,P,VEERARAGAVAN        SENTHIL,TRES,VEERARAGAVAN        SENTHIL,SEC,VEERARAGAVAN        SENTHIL,20260403_corporate.txt
L26000175346,GCPBEHAVIORTHERAPY LLC,A,FLAL,11860 SW 25 TER,,MIAMI,,33175,03262026,,CARBALLO PENICHET   GABRIELY,MIAMI,FL,MGR,CARBALLO PENICHET   GABRIELY,,,,,20260403_corporate.txt
L26000175356,SVJ HOME SOLUTIONS LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,NORTHWEST REGISTERED AGENT LLC,ST. PETERSBURG,FL,,,,,,,20260403_corporate.txt
L26000175366,GREENAID SERVICES LLC,A,FLAL,7817 ROLLING GROVE DR E,,LAKELAND,,33810,03262026,,FRISCH              KYLE,LAKELAND,FL,AR,FRISCH              KYLE,AR,KOVAC               KEVIN,,,20260403_corporate.txt
P26000017396,YAMI FAMILY CARE CORP.,A,DOMP,315 E. 2ND STREET,UNIT 1,HIALEAH,,33010,04022026,,"SPIEGEL & UTRERA, P.A.",MIAMI,FL,PSTD,YAMELYS GARCIA,,,,,20260403_corporate.txt
L26000175376,"KB COASTAL PROPERTIES, LLC",A,FLAL,9900 S THOMAS DR,1520,PANAMA CITY BEACH,,32408,04022026,,"DUNLAP & SHIPMAN, P. A.",PANAMA CITY,FL,MGR,WALTERS             CARI,,,,,20260403_corporate.txt
L26000175386,MALL COSMETICS LLC,A,FLAL,4300 MEADOWS LANE,,LAS VEGAS,,89107,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,KOFFERBERG          ZIPORA,,,,,20260403_corporate.txt
L26000175396,J & R FUSION GROUP LLC,A,FLAL,9605 WYDELLA ST,,RIVERVIEW,,33569,03202026,,GUZMAN SALAZAR      JACKO,RIVERVIEW,FL,MGRM,GUZMAN SALAZAR      JACKO,MGR,VEGA                JANNETH,,,20260403_corporate.txt
L26000175406,433 CABRERA LLC,A,FLAL,433 E 17 ST,,HIALEAH,,33010,03262026,,CABRERA             JUAN          D,MIAMI SPRINGS,FL,MGR,CABRERA             JUAN          D,,,,,20260403_corporate.txt
L26000175416,WEST MOBILE TIRE LLC,A,FLAL,422 S B ST APT B1,,LAKE WORTH,,33460,03262026,,ORDONEZ MENDEZ      RIGOBERTO,LAKE WORTH,FL,AMBR,ORDONEZ MENDEZ      RIGOBERTO,,,,,20260403_corporate.txt
P26000017406,BG PRIME INDUSTRIES CORP.,A,DOMP,553 THORNBERRY RD,,ORANGEPARK,,32073,03272026,,"LEGALCORP SOLUTIONS, LLC",HOLLYWOOD,FL,DIR,COBB                DANIEL        T,P,COBB                DANIEL        T,SEC,COBB                DANIEL        T,20260403_corporate.txt
L26000175426,VAYL TECHNOLOGIES LLC,A,FLAL,594 CORAL GLEN LOOP,205,ALTAMONNTE SPRINGS,,32714,06162026,,ARCE                RONALD        MJR,ALTAMONTE SPRINGS,FL,AR,ARCE                RONALD        MJR,,,,,20260403_corporate.txt
L26000175436,"BAKER'S GOOD THINGS, LLC",A,FLAL,130 BOMAR CT,SUITE 160,LONGWOOD,,32750,03262026,,BAKER               JAMES         L,LAKE MARY,FL,MGR,BAKER               DANIELLE      M,,,,,20260403_corporate.txt
N26000004536,"LIVING WATERS MEDICAL FOUNDATION, INC",A,DOMNP,103 NIGHTINGALE LANE,,GULF BREEZE,,32561,04022026,,DEBORAH D. VIGLIONE,GULF BREEZE,FL,D,DEBORAH D. VIGLIONE,D,JOSEPH ROGERS,D,TOM HAMON,20260403_corporate.txt
L26000175446,5YC 2026 LLC,A,FLAL,2001 MERIDIAN AVE,APT 107,MIAMI BEACH,,33139,03262026,,MCMILLAN            MATTHEW,MIAMI BEACH,FL,MGR,MCMILLAN            MATTHEW,,,,,20260403_corporate.txt
P26000017416,AIAURORA TECH INC,A,DOMP,7901 4TH STREET NORTH,STE 300,ST. PETERSBURG,,33702,03272026,,REGISTERED AGENTS INC,ST. PETERSBURG,FL,P,MITRA               SANDEEP SANGH,D,KUMARI              PREETI,,,20260403_corporate.txt
P26000017426,"AZEN HEALTH OF FLORIDA, INC.",A,DOMP,9064 NW 13TH TERRACE,,MIAMI,,33172,04022026,,OLLET               MARGARITA,MIAMI,FL,,,,,,,20260403_corporate.txt
L26000175456,SELEKT LLC,A,FLAL,3343 PORT ROYALE DR S,A-135,FORT LAUDERDALE,,33308,03252026,,FRIEDMAN            TYLER,FORT LAUDERDALE,FL,MGR,FRIEDMAN            TYLER,MGR,GRANATSTEIN         JEREMIAH,,,20260403_corporate.txt
P26000017436,FRNPZGZA INC,A,DOMP,4747 W WATERS AVE,,TAMPA,,33614,03272026,,RYAN                ABAGAIL,TAMPA,FL,PDST,RYAN                ABAGAIL,,,,,20260403_corporate.txt
L26000175466,CREEKSIDE STAYS LLC,A,FLAL,410 136 STREET COURT EAST,,BRADENTON,,34212,03262026,,ZENBUSINESS INC.,TALLAHASSEE,FL,AMBR,RAMKUMAR            PRABHU,AMBR,RAMKUMAR            MEGAN,,,20260403_corporate.txt
P26000017446,EOGFWVX INC,A,DOMP,8941 ASHLEY LN APT D,,FORT WALTON BEACH,,32547,03272026,,STOUDAMIRE          ROBERT,FORT WALTON BEACH,FL,PDST,STOUDAMIRE          ROBERT,,,,,20260403_corporate.txt
L26000175476,TWOFLORIDASWANS LLC,A,FLAL,340 ROYAL POINCIANA WAY STE 321,,PALM BEACH,,33480,04022026,,HANLON              M. TIMOTHY,PALM BEACH,FL,,,,,,,20260403_corporate.txt
L26000175486,ANALYTIKAL DNA USA LLC,A,FLAL,7901 4TH ST N STE 300,,ST. PETERSBURG,,33702,03262026,,REGISTERED AGENTS INC.,ST. PETERSBURG,FL,MGR,ELATTAR             IMAN,AMBR,ELATTAR             IMAN,,,20260403_corporate.txt
P26000017456,"GMG LOGISTICS GROUP, INC",A,DOMP,10822 64TH ST N,,PINELLAS PARK,,33782-2409,03272026,,BLUE WATER ACCOUNTING INC,TAMPA,FL,P,GARCIA LEBRON       GIANCARLO,,,,,20260403_corporate.txt
L26000175496,KELVEXOR IP HOLDINGS LLC,A,FLAL,549 ROYAL PALM BLVD,,VERO BEACH,,32960,03262026,,REPUBLIC REGISTERED AGENT LLC,JACKSONVILLE,FL,AMBR,DOBSON              JOSHUA,,,,,20260403_corporate.txt
P26000017466,V&D HYDRO INC,A,DOMP,309 FIAT AVE,,SEBRING,,33872,03272026,,ROJAS               VANESSA       M,SEBRING,FL,P,ROJAS               VANESSA       M,,,,,20260403_corporate.txt
L26000175506,MURPHY INSULATION LLC,A,FLAL,110 ELIZABETH STREET,,PLANT CITY,,33566,03262026,,MURPHY              GEORGE        R,PLANT CITY,FL,AMBR,MURPHY              GEORGE        R,,,,,20260403_corporate.txt
L26000175516,EFFORTLESS GIRLS CULTURE LLC,A,FLAL,411 KENDALL LAKE DR,204,BRANDON,,33510,03262026,,LOBRUTTO            NICOLE        K,BRANDON,FL,MGR,LOBRUTTO            NICOLE        K,,,,,20260403_corporate.txt
L26000175526,TLVS MIA LLC,A,FLAL,9559 COLLINS AV,SUITE 710,SURFSIDE,,33154,04152026,,SCHLESINGER         JACOB,SURFSIDE,FL,MGR,SCHLESINGER         JACOB,,,,,20260403_corporate.txt
P26000017476,BESIL SOLUTIONS CORP,A,DOMP,612 SW 93RD PL,,MIAMI,,3374,03272026,,FONT BESIL          LUIS          E,MIAMI,FL,P,FONT BESIL          LUIS          E,,,,,20260403_corporate.txt
F26000001986,"IN-SITU MICROSCOPY, INC.",A,FORP,"5281 69TH ST. E, STE. 165",,PALMETTO,,34221,04022026,,CORPORATION SERVICE COMPANY,TALLAHASSEE,FL,PD,TATSCH              ANDREW,,,,,20260403_corporate.txt
L26000175536,"AMIN US, LLC",A,FLAL,7345 W SAND LAKE RD,STE 210 OFFICE 1344,ORLANDO,,32819,03262026,,"GLOBALFY BUSINESS SERVICES, LLC",ORLANDO,FL,AMBR,AMIN                ANILESH,,,,,20260403_corporate.txt
P26000017486,CRT MEDIA CORP,A,DOMP,1239 E NEWPORT CENTER DR,#115,DEERFIELD BEACH,,33442,03272026,,RDM BOOKKEEPING SERVICE & CONSULTING CORP,DEERFIELD BEACH,FL,P,SILVA RODRIGUES     THAILISON R,VP,SILVA RODRIGUES     CARITA LARISSA,,,20260403_corporate.txt
L26000175546,L&R CAPITAL GROUP LLC,A,FLAL,3725 S OCEAN DR,1207,HOLLYWOOD,,33019,03262026,,BOETTO              RUBEN,HOLLYWOOD,FL,AMBR,BOETTO              RUBEN,AMBR,COLLURA             LUIS,,,20260403_corporate.txt
P26000017496,MIAMI EXOTIC ICE INC.,A,DOMP,1735 SW 3RD CT,,HOMESTEAD,,33030,03302026,,BEAUBRUN            MICHAEL,HOMESTEAD,FL,M,BEAUBRUN            MICHAEL,P,ALEXANDRE           CHYNNA,,,20260403_corporate.txt
N26000004546,PLANTS OF HOPE INC,A,DOMNP,128 BIG BEN DR,,DAYTONA BEACH,,32117,03272026,,DAFFIN              SHAWNDRA,DAYTONA BEACH,FL,P,DAFFIN              SHAWNDRA,,,,,20260403_corporate.txt
